phrase_woodruff,phrases_scriptures,similarity_scores,verse_title
thou shalt have a residence in zion and do a great work there thou shalt,in like manner shalt thou do with his ass and so shalt thou do with,0.6722639772261888,Deuteronomy 22:3
i was mouth i promised her all should be well with her and her child,and hilen with her suburbs debir with her suburbs,0.6718672493483111,1 Chronicles 6:58
i was mouth i promised her all should be well with her and her child,with her suburbs and kirjathaim with her suburbs,0.6718672493483111,1 Chronicles 6:76
i returned to the city i blessed my grand son the son of henry woodruff,hezro the carmelite naarai the son of ezbai,0.671322940134423,1 Chronicles 11:37
children of israel out of the land of egypt and my arm is streched out,my people the children of israel out of egypt,0.6710607266493795,Exodus 3:10
and 100000 talents talents of iron but the value of brass and iron [are] not,talents and one hundred thousand talents of iron,0.670598819348996,1 Chronicles 29:7
thy sight o lord and in the sight of thy son jesus christ in the,is good and right in the sight of the lord thy god,0.6704153537840737,Deuteronomy 12:28
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt build the altar of the lord thy god of whole stones and thou,0.6691252516466122,Deuteronomy 27:6
i returned to the city i blessed my grand son the son of henry woodruff,but zelophehad the son of hepher the son of gilead the son of machir the,0.6687030058603363,Joshua 17:3
went into the house of one of his sons with his wife children and a,and noah went in and his sons and his wife and his sons' wives with,0.6675864579972507,Genesis 7:7
of the lord bring an offering to the lord i wil make an offering to,and will make an offering by fire unto the lord a burnt offering or a,0.6673484020766052,Numbers 15:3
he is not the king of england a person may be anointed king and priest,where is the king of hamath and the king of arpad and the king of,0.6673405466865533,2 Kings 19:13
except he be called of god as was aaron and aaron received his call by,aaron nadab and abihu eleazar and ithamar aaron's sons,0.667306327766496,Exodus 28:1
the father is in the son and the son in the father in the tabernacle,baanah the son of hushai was in asher and in aloth,0.6670903458637703,1 Kings 4:16
thou shalt be a comfort unto them thou shalt be baptized the day thou art,cause them to be discharged there and thou shalt receive them and thou shalt accomplish,0.6667425213099277,1 Kings 5:9
should build up zion and appear in his glory when he closed i followed him,when the lord shall build up zion he shall appear in his glory,0.6664284509453876,Psalms 102:16
to be a king in the kingdom of god what be king in heaven and,he sent to jobab king of madon and to the king of shimron and to the king of achshaph,0.66637926845759,Joshua 11:1
i repaired to the house of the lord to worship the god of israel with,the lord god of israel in the house of jeroboam,0.6663649949035406,1 Kings 14:13
the father is in the son and the son in the father in the tabernacle,shammah the hararite ahiam the son of sharar the hararite,0.665570153207543,2 Samuel 23:33
the father is in the son and the son in the father in the tabernacle,maharai the netophathite heled the son of baanah the netophathite,0.665570153207543,1 Chronicles 11:30
thou shalt be a comfort unto them thou shalt be baptized the day thou art,if thou shalt do this thing and god command thee so then thou shalt be,0.6652637799481042,Exodus 18:23
elder have sons and daughters her sons should be the priests of god and live,the sons of pharez hezron and hamul,0.6651682086761618,1 Chronicles 2:5
elder have sons and daughters her sons should be the priests of god and live,and the sons of pallu eliab,0.6651682086761618,Numbers 26:8
elder have sons and daughters her sons should be the priests of god and live,the sons of merari mahli and mushi the sons of mahli eleazar and kish,0.6651682086761618,1 Chronicles 23:21
thou art one of the horns of joseph to push the people together to the,horns of unicorns with them he shall push the people together to the ends of,0.6649911941993415,Deuteronomy 33:17
unto thee thou shalt have part in the first resurrection and thou shalt come forth,shalt thou tarry till i come to thee and shew thee what thou shalt do,0.6648549346256857,1 Samuel 10:8
thou shalt have a residence in zion and do a great work there thou shalt,if thou shalt do this thing and god command thee so then thou shalt be,0.6646613679513792,Exodus 18:23
s t – u – v – w – – x – y z and,and hazor hadattah and kerioth and hezron which is hazor,0.6642422472623432,Joshua 15:25
i returned to the city i blessed my grand son the son of henry woodruff,also of the levites shemaiah the son of hashub the son of azrikam the son of hashabiah the son of bunni,0.6636996689251897,Nehemiah 11:15
thou shalt be a comfort unto them thou shalt be baptized the day thou art,six days thou shalt work but on the seventh day thou shalt rest in earing time and in harvest thou shalt rest,0.6632643658388122,Exodus 34:21
given him he finally took uriah wife put uriah at the head of the battle,the daughter of eliam the wife of uriah the hittite,0.6631933158615547,2 Samuel 11:3
unto thee thou shalt have part in the first resurrection and thou shalt come forth,if thou shalt do this thing and god command thee so then thou shalt be,0.6630720527296298,Exodus 18:23
elder have sons and daughters her sons should be the priests of god and live,and the sons of hananiah pelatiah and jesaiah the sons of rephaiah the sons of,0.6630069177535239,1 Chronicles 3:21
i was mouth i promised her all should be well with her and her child,and holon with her suburbs and debir with her suburbs,0.6629095703112898,Joshua 21:15
i was mouth i promised her all should be well with her and her child,and heshbon with her suburbs and jazer with her suburbs,0.6629095703112898,1 Chronicles 6:81
i was mouth i promised her all should be well with her and her child,and jokmeam with her suburbs and bethhoron with her suburbs,0.6629095703112898,1 Chronicles 6:68
i was mouth i promised her all should be well with her and her child,and ashan with her suburbs and bethshemesh with her suburbs,0.6629095703112898,1 Chronicles 6:59
i was mouth i promised her all should be well with her and her child,and aijalon with her suburbs and gathrimmon with her suburbs,0.6629095703112898,1 Chronicles 6:69
i was mouth i promised her all should be well with her and her child,and hukok with her suburbs and rehob with her suburbs,0.6629095703112898,1 Chronicles 6:75
i was mouth i promised her all should be well with her and her child,and jattir with her suburbs and eshtemoa with her suburbs,0.6629095703112898,Joshua 21:14
i was mouth i promised her all should be well with her and her child,and ramoth with her suburbs and anem with her suburbs,0.6629095703112898,1 Chronicles 6:73
thou shalt labour in the temple of the lord thy god thou shalt teach thy,and thou shalt rejoice in thy feast thou and thy son and thy daughter and,0.6625978523010931,Deuteronomy 16:14
elder have sons and daughters her sons should be the priests of god and live,the sons of naphtali jahziel and guni and jezer and shallum the sons of bilhah,0.6625404049732938,1 Chronicles 7:13
elder have sons and daughters her sons should be the priests of god and live,and the sons of kenaz othniel and seraiah and the sons of othniel hathath,0.6625404049732938,1 Chronicles 4:13
elder have sons and daughters her sons should be the priests of god and live,the sons of ezer bilhan and zavan and jakan the sons of dishan uz and aran,0.6625404049732938,1 Chronicles 1:42
with her i walked with her on her return home about a mile she sent,kedemoth also with her suburbs and mephaath with her suburbs,0.6624141794916683,1 Chronicles 6:79
i returned to the city i blessed my grand son the son of henry woodruff,and jehozabad the son of shimrith a moabitess,0.6622493641666057,2 Chronicles 24:26
unto thee thou shalt have part in the first resurrection and thou shalt come forth,and thou shalt bring the levites before the tabernacle of the congregation and thou shalt,0.6622327093423752,Numbers 8:9
thou shalt labour in the temple of the lord thy god thou shalt teach thy,six days thou shalt do thy work and on the seventh day thou shalt rest,0.6620284764760052,Exodus 23:12
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and thou shalt write upon them all the words of this law when thou art,0.6619548456166507,Deuteronomy 27:3
i returned to the city i blessed my grand son the son of henry woodruff,of seraiah the son of azariah the son of hilkiah,0.6617519545944506,Ezra 7:1
i returned to the city i blessed my grand son the son of henry woodruff,of kishi the son of abdi the son of malluch,0.6617519545944506,1 Chronicles 6:44
o lord our god thou hast commanded us that when we have done this we,to the voice of the lord my god and have done according to all that thou hast commanded me,0.6615836279646581,Deuteronomy 26:14
the seventies the high priests the elders and the priests and all my servants who,and of the priests jedaiah and jehoiarib and jachin,0.6613405616052105,1 Chronicles 9:10
unto thee thou shalt have part in the first resurrection and thou shalt come forth,and thou shalt grope at noonday as the blind gropeth in darkness and thou shalt,0.6611482288550694,Deuteronomy 28:29
the father is in the son and the son in the father in the tabernacle,hanan the son of maachah and joshaphat the mithnite,0.6610872558332702,1 Chronicles 11:43
that city having a pillar of fire by nigh and a cloud by day resting,time in a pillar of a cloud and in a pillar of fire by night,0.6604793273888108,Numbers 14:14
my son thou hast spoken well i have all thou hast said in my heart,and thou hast shewed this day how that thou hast dealt well with me forasmuch,0.6604182052145317,1 Samuel 24:18
shed and the blood of others will be shed it is all to answer a,by the blood of him that shed it,0.6603812206923698,Numbers 35:33
given him he finally took uriah wife put uriah at the head of the battle,uriah the hittite zabad the son of ahlai,0.6603746595180473,1 Chronicles 11:41
thou shalt labour in the temple of the lord thy god thou shalt teach thy,and thou shalt not glean thy vineyard neither shalt thou gather every grape of thy,0.6600408886746771,Leviticus 19:10
the father is in the son and the son in the father in the tabernacle,hezro the carmelite naarai the son of ezbai,0.6600085767424861,1 Chronicles 11:37
false and i want you for your own sake my sake and for the sake,for i will defend this city to save it for mine own sake and for my servant david's sake,0.6593788610997717,2 Kings 19:34
i returned to the city i blessed my grand son the son of henry woodruff,two and adaiah the son of jeroham the son of pelaliah the son of amzi,0.6591102051743445,Nehemiah 11:12
towreers marked with a pillar of fire by night and a cloud by day and,time in a pillar of a cloud and in a pillar of fire by night,0.6590592235099714,Numbers 14:14
i returned to the city i blessed my grand son the son of henry woodruff,the son of mahli the son of mushi the son of merari the son of levi,0.6586211029988611,1 Chronicles 6:47
soon administer unto thee and reveal unto thee thy duty yea and give unto thee,i said unto thee set it by thee,0.6584447485701151,1 Samuel 9:23
into the house the king then said i am your king i will lead the,the king then the king hearkened unto them,0.6581976758157626,2 Chronicles 24:17
to be a king in the kingdom of god what be king in heaven and,where is the king of hamath and the king of arpad and the king of,0.6581555231684487,2 Kings 19:13
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and aijalon with her suburbs and gathrimmon with her suburbs,0.6580044675599955,1 Chronicles 6:69
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and ashan with her suburbs and bethshemesh with her suburbs,0.6580044675599955,1 Chronicles 6:59
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and heshbon with her suburbs and jazer with her suburbs,0.6580044675599955,1 Chronicles 6:81
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and holon with her suburbs and debir with her suburbs,0.6580044675599955,Joshua 21:15
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and jokmeam with her suburbs and bethhoron with her suburbs,0.6580044675599955,1 Chronicles 6:68
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and ramoth with her suburbs and anem with her suburbs,0.6580044675599955,1 Chronicles 6:73
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and jattir with her suburbs and eshtemoa with her suburbs,0.6580044675599955,Joshua 21:14
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and hukok with her suburbs and rehob with her suburbs,0.6580044675599955,1 Chronicles 6:75
of hundreds captains of fifties and captains of tens with a president and his two,heads over you captains over thousands and captains over hundreds and captains over fifties and,0.6579419752709433,Deuteronomy 1:15
thou shalt labour in the temple of the lord thy god thou shalt teach thy,six days shalt thou labour and do all thy work,0.6577922313171348,Exodus 20:9
thou shalt labour in the temple of the lord thy god thou shalt teach thy,six days thou shalt labour and do all thy work,0.6577922313171348,Deuteronomy 5:13
and prepare for the day of thy visit ation thy mourning thy calamity and thy,and thy sons and thy daughters with thee for they be thy due and thy,0.6574281966558918,Leviticus 10:14
the cities of the gentiles and great babylon than the ancient cities and the cities,and all the cities of store that solomon had and cities for his chariots and,0.657295007988329,1 Kings 9:19
thou shalt be a comfort unto them thou shalt be baptized the day thou art,and god said unto balaam thou shalt not go with them thou shalt not curse the people for they are blessed,0.6571543633903559,Numbers 22:12
thou shalt have a residence in zion and do a great work there thou shalt,and thou shalt eat there before the lord thy god and thou shalt rejoice thou and thine household,0.6568330893495059,Deuteronomy 14:26
thou shalt have a residence in zion and do a great work there thou shalt,thou shalt have a place also without the camp whither thou shalt go forth abroad,0.6568083480098587,Deuteronomy 23:12
s t – u – v – w – – x – y z and,moreover of israel of the sons of parosh ramiah and jeziah and malchiah and miamin and eleazar and malchijah and benaiah,0.6566661973907103,Ezra 10:25
i repaired to the house of the lord to worship the god of israel with,of the house of the lord and repaired them,0.6566485469649436,2 Chronicles 29:3
her endowments and get married the young people her companions came to see her in,with her companions and bewailed her virginity upon the mountains,0.6566141453693825,Judges 11:38
thou shalt be a comfort unto them thou shalt be baptized the day thou art,which thou brakest and thou shalt put them in the ark,0.6565630543404223,Deuteronomy 10:2
of the earth shall be fulfilled saith the lord of hosts i the lord have,the poor saith the lord god of hosts,0.6564188053216785,Isaiah 3:15
whome thou wilt but work and send by whom thou wilt but send that thy,and he said o my lord send i pray thee by the hand of him whom thou wilt send,0.656245770197683,Exodus 4:13
thou shalt have a residence in zion and do a great work there thou shalt,but with me thou shalt be in safeguard,0.6560794928190133,1 Samuel 22:23
of the lord bring an offering to the lord i wil make an offering to,offering an offering made by fire of a sweet savour unto the lord,0.6559280407484783,Numbers 15:13
thou shalt labour in the temple of the lord thy god thou shalt teach thy,and thou shalt go to thy fathers in peace thou shalt be buried in a good old age,0.6558513652202196,Genesis 15:15
s t – u – v – w – – x – y z and,the sons of eliphaz teman and omar zephi and gatam kenaz and timna and amalek,0.655657337836471,1 Chronicles 1:36
s t – u – v – w – – x – y z and,and the sons of naphtali jahzeel and guni and jezer and shillem,0.655657337836471,Genesis 46:24
midst who will not turn to the right hand or left if you are in,if not tell me that i may turn to the right hand or to the left,0.6555357653266994,Genesis 24:49
thousand and two put ten thousand to flight they command the element and they obey,how should one chase a thousand and two put ten thousand to flight except their,0.6554797971600794,Deuteronomy 32:30
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt make thy prayer unto him and he shall hear thee and thou shalt pay thy vows,0.6552615419986377,Job 22:27
soon administer unto thee and reveal unto thee thy duty yea and give unto thee,thou with thee that they may be joined unto thee and minister unto thee but,0.6550393370873394,Numbers 18:2
unto thee thou shalt have part in the first resurrection and thou shalt come forth,yet thou shalt see the land before thee but thou shalt not go thither unto,0.654932417168093,Deuteronomy 32:52
heavens and earth passed away and the lord made a new heavens and new earth,in the day that the lord god made the earth and the heavens,0.6548329423975733,Genesis 2:4
the wrath of man ^to^ praise him the remainder will the lord restrain resolved that,surely the wrath of man shall praise thee the remainder of wrath shalt thou restrain,0.6547884391859674,Psalms 76:10
smith his family and all the smith family the heads of the church one of,family of the hanochites of pallu the family of the palluites,0.6545550767204615,Numbers 26:5
point of death his sons george albert smith and john lyman smith his sons were,and of the shilonites asaiah the firstborn and his sons,0.654390320138375,1 Chronicles 9:5
building of my temples unto my holy name if they will hearken unto my voice,hearken unto the voice of my cry my king and my god for unto thee will i pray,0.6542666186786092,Psalms 5:2
elder have sons and daughters her sons should be the priests of god and live,and the sons of elkanah amasai and ahimoth,0.6539268062665241,1 Chronicles 6:25
elder have sons and daughters her sons should be the priests of god and live,and iphedeiah and penuel the sons of shashak,0.6539268062665241,1 Chronicles 8:25
point of death his sons george albert smith and john lyman smith his sons were,then stood jeshua with his sons and his brethren kadmiel and his sons the sons,0.6537315451351848,Ezra 3:9
s t – u – v – w – – x – y z and,and the sons of kohath amram and izhar and hebron and uzziel and the years,0.6534609729544043,Exodus 6:18
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt not rule over him with rigour but shalt fear thy god,0.6534467089338889,Leviticus 25:43
thou shalt have a residence in zion and do a great work there thou shalt,be that what thing soever thou shalt hear out of the king's house thou shalt,0.6533573927164309,2 Samuel 15:35
i returned to the city i blessed my grand son the son of henry woodruff,hanan the son of maachah and joshaphat the mithnite,0.6532204287452852,1 Chronicles 11:43
the cities of the gentiles and great babylon than the ancient cities and the cities,edrei cities of the kingdom of og in bashan,0.6532104138427507,Deuteronomy 3:10
smith his family and all the smith family the heads of the church one of,jamin the family of the jaminites of jachin the family of the jachinites,0.6531431574979907,Numbers 26:12
smith his family and all the smith family the heads of the church one of,haggi the family of the haggites of shuni the family of the shunites,0.6531431574979907,Numbers 26:15
the father is in the son and the son in the father in the tabernacle,eliphelet the son of ahasbai the son of the maachathite eliam the son of ahithophel the gilonite,0.6531250027556922,2 Samuel 23:34
month the first day of the month and the first day of the week which,for upon the first day of the first month began he to go up from,0.6529287417346328,Ezra 7:9
thou shalt labour in the temple of the lord thy god thou shalt teach thy,and by thy sword shalt thou live and shalt serve thy brother and it shall,0.6529030242371592,Genesis 27:40
the meeting i went on to the top of the tower of the logan temple,them up to the top of the tower,0.6528668526910605,Judges 9:51
push the people together to the ends of the earth no power shall stay thee,horns of unicorns with them he shall push the people together to the ends of,0.6527953905840237,Deuteronomy 33:17
be distinguished by a pillar of fire by night and cloud by day and in,he took not away the pillar of the cloud by day nor the pillar of fire by night from before the people,0.652084067156866,Exodus 13:22
her and i wilford woodruff blessed her and rebuked her disease and her speech began,with her suburbs and kirjathaim with her suburbs,0.6519631320751962,1 Chronicles 6:76
her and i wilford woodruff blessed her and rebuked her disease and her speech began,and hilen with her suburbs debir with her suburbs,0.6519631320751962,1 Chronicles 6:58
thou shalt be a comfort unto them thou shalt be baptized the day thou art,thou shalt keep them o lord thou shalt preserve them from this generation for ever,0.6518482680590638,Psalms 12:7
^for thou shalt rend them in twain^ thou shalt be deliverd out of the hands,be that what thing soever thou shalt hear out of the king's house thou shalt,0.6518171974798308,2 Samuel 15:35
my son thou hast spoken well i have all thou hast said in my heart,what hast thou here and whom hast thou here that thou hast hewed thee out,0.6517245691575946,Isaiah 22:16
to be a king in the kingdom of god what be king in heaven and,cave the king of jerusalem the king of hebron the king of jarmuth the king of lachish and the king of eglon,0.6515930094206671,Joshua 10:23
bless him i then took a chair and 5 sons and 2 grand sons laid,and the sons of pallu eliab,0.6515749142678234,Numbers 26:8
bless him i then took a chair and 5 sons and 2 grand sons laid,the sons of pharez hezron and hamul,0.6515749142678234,1 Chronicles 2:5
bless him i then took a chair and 5 sons and 2 grand sons laid,the sons of merari mahli and mushi the sons of mahli eleazar and kish,0.6515749142678234,1 Chronicles 23:21
of the lord bring an offering to the lord i wil make an offering to,then shall he that offereth his offering unto the lord bring a meat offering of,0.6514227480346614,Numbers 15:4
month the first day of the month and the first day of the week which,month the first day of the month the waters were dried up from off the,0.6513081779621144,Genesis 8:13
my son thou hast spoken well i have all thou hast said in my heart,for thou hast possessed my reins thou hast covered me in my mother's womb,0.6512753029764433,Psalms 139:13
perry rockwood was appointed captains over a hundred and 4 captains of fifties and captains,captains of the companies that ministered to the king by course and the captains over,0.6509966847593507,1 Chronicles 28:1
thousand three hundred and fifty miles 2350 miles i held one hundred and eight meetings,hundred thousand and three thousand and five hundred and fifty,0.6509497302228235,Numbers 2:32
it killed one of the asses in the fall the asses and water together drove,he asses and menservants and maidservants and she asses and camels,0.6509362170888233,Genesis 12:16
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt not take the name of the lord thy god in vain for the,0.6509095470306197,Exodus 20:7
thou shalt labour in the temple of the lord thy god thou shalt teach thy,thou shalt not take the name of the lord thy god in vain for the,0.6509095470306197,Deuteronomy 5:11
this house unto thee in a manner which may be acceptable unto thee lord we,thou with thee that they may be joined unto thee and minister unto thee but,0.6500103449307548,Numbers 18:2
